highlights,Summary,Transformed_summary
"Thierry Henry wants Arsenal to sign a 'spine' of top players .
Arsenal look set to fall short of challenging for the Premier League title .
The likes of Petr Cech could be available come the end of the season .
Edinson Cavani is hoping for a move away from Paris Saint-Germain .
John Terry: Arsenal will never be champions with their tippy-tappy football .",Arsenal look set fall short challenging Premier League title . Thierry Henry wants Arsenal sign 'spine ' top players .,Arsenal look set fall short challenging Premier League title. Thierry Henry wants Arsenal to sign'spine'top players. Arsenal look set to miss out on Premier League crown to Manchester City. Arsenal could fall short of challenge for the title this season. Arsenal are currently 11th in the Premier League table.
"Pep Guardiola wore #JusticiaParaTopo top in press conference on Monday .
Several of football's biggest stars have paid tribute to Jorge Lopez .
Argentine journalist was killed in a suspicious road accident in Sao Paolo .
Lopez was in Brazil ahead of 2014 World Cup .
UEFA say discipline is because of an ‘incident of a non-sporting nature’",Several football 's biggest stars paid tribute Jorge Lopez . Pep Guardiola wore # JusticiaParaTopo top press conference Monday .,Several football's biggest stars paid tribute Jorge Lopez. Pep Guardiola wore # JusticiaParaTopo top press conference top a press conference on Monday. Jorge Lopez is one of Spain's most successful and most successful footballers of all time. He is also one of the world's most decorated footballers.
"Lionel Messi, Neymar and Luis Suarez have 102 goals this season .
They reached the landmark in Barcelona's 6-0 win over Getafe .
Messi and Suarez both scored twice at Nou Camp, Suarez once .
READ: Barcelona pupils keen to teach Pep Guardiola a lesson .
6-0 win put Barcelona five points clear and piled pressure on Real Madrid .","reached landmark Barcelona 's 6-0 win Getafe . Lionel Messi , Neymar Luis Suarez 102 goals season .","reached landmark Barcelona's 6-0 win Getafe. Lionel Messi, Neymar Luis Suarez 102 goals season.. Lionel Messi, Neymar, Luis Suarez and Neymar scored 102 goals this season.. Barcelona reached landmark Barcelona ’s 6’0 win getafe."
"Elderly couple accused Graeme Finlay of knocking them unconscious on boat .
They claimed the attack on Thomson Celebration cruise ship was unprovoked .
Finlay, 36, claimed he was the one being assaulted and was defended himself .
Teesside Crown Court jury took less than an hour to give not-guilty verdicts .",claimed attack Thomson Celebration cruise ship unprovoked . Elderly couple accused Graeme Finlay knocking unconscious boat ., claimed attack Thomson Celebration cruise ship unprovoked. Elderly couple accused Graeme Finlay knocking unconscious boat.. Claimed attack Thomson. Celebration cruise cruise ship was unprovoke. Elderly. couple accused. Graeme. Finlay of knocking unconscious. boat.
"Liam Dawe was born healthy but suffered on-going health complications .
Died at 21 last year having developed cerebral palsy following the assault .
Inquest in Plymouth, Devon, heard he was shaken at just four weeks old .",Died 21 last year developed cerebral palsy following assault . Liam Dawe born healthy suffered on-going health complications .,Died 21 last year developed cerebral palsy following assault. Liam Dawe born healthy suffered on-going health complications. He was born healthy but suffered on going health complications and died 21 years old. Liam was born with no health complications but suffered health complications after assault. He died last year at the age of 21.
"Natasha Willard appeared to be suffering from flu just before Christmas .
But four months later the teenager can barely move her limbs or talk .
She has been diagnosed with encephalitis, or swelling, of the brain .
Doctors are unsure whether Miss Willard, 17, will be able to fully recover .",four months later teenager barely move limbs talk . Natasha Willard appeared suffering flu Christmas .,four months later teenager barely move limbs talk. Natasha Willard appeared suffering flu Christmas.. Four months later she is still barely able to move limbs and barely talk.. Natasha is still in a wheelchair and can barely move her limbs.. She is now in a rehabilitation facility..
"Gloucester beat Exeter 30-19 to book their place in the Challenge Cup final .
The Cherry and Whites will face Edinburgh at Twickenham Stoop on May 1 .
Jonny May was overlooked for the last three rounds of the RBS 6 Nations .",Cherry Whites face Edinburgh Twickenham Stoop May 1 . Gloucester beat Exeter 30-19 book place Challenge Cup final .,Cherry Whites face Edinburgh Twickenham Stoop May 1. Gloucester beat Exeter 30-19 book place Challenge Cup final with win over Exeter in semi-final. Gloucestershire face Edinburgh in final on May 1 at Twickenam Stoop.
"University of Montana student studied recoveries after a workout .
Gave participants either fast food or supplement meals during recovery .
Found there was no difference in performance between the two groups .
And levels of glycogen in fast food group were actually slightly higher .",Gave participants either fast food supplement meals recovery . University Montana student studied recoveries workout .,Gave participants either fast food supplement meals recovery or a workout.. University Montana student studied recoveries workout.. University of Montana student. studied recoversies workout.. University Montana. student studied. recoveries workouts.. Montana. students studied recoverie workout.
"Reigning world heavyweight champion discusses Ukraine crisis .
Klitschko faces American challenger Bryant Jennings in New York on April 25 .
""Ukraine is looking forward to becoming a democratic country,"" Klitschko says .
Klitschko's older brother Vitali a prominent figure in Ukraine democracy movement .",Klitschko faces American challenger Bryant Jennings New York April 25 . Reigning world heavyweight champion discusses Ukraine crisis .,Klitschko faces American challenger Bryant Jennings New York April 25. Reigning world heavyweight champion discusses Ukraine crisis. Klitschko: Ukraine crisis is a 'provocation' and a 'threat to our way of life' and 'we are not a nation of killers'
"Foreign GPs now account for 1 in 5 family doctors, new NHS figures show .
In some areas such as Essex, the proportion is more than two thirds .
Number will continue to rise due to shortage of home-grown GPs .","areas Essex , proportion two thirds . Foreign GPs account 1 5 family doctors , new NHS figures show .","areas Essex, proportion two thirds. Foreign GPs account 1 5 family doctors, new NHS figures show. Foreign doctors account for 1.5 per cent of all GPs in Essex, according to the NHS figures. The proportion is 2.3 per cent in."
"Corrina Skorpenske, from Pittsburgh, Pennsylvania, took to Facebook to publicly shame the person who left a cruel note on her daughter’s car .
The anonymous critic accused Ohio State University student Harley Jo of taking away a handicap spot from ‘actual disabled people’","anonymous critic accused Ohio State University student Harley Jo taking away handicap spot ‘ actual disabled people ’ Corrina Skorpenske , Pittsburgh , Pennsylvania , took Facebook publicly shame person left cruel note daughter ’ car .","anonymous critic accused Ohio State University student Harley Jo taking away handicap spot ‘ actual disabled people ’ Corrina Skorpenske, Pittsburgh, Pennsylvania, took Facebook publicly shame person left cruel note daughter ’ car.. An anonymous critic accused. Ohio State. University student. Harley Jo took away a handicap. spot ’ ’"
"Man sat next to the 86-year-old woman in church pew in Manchester .
He then stole her handbag and tried to snatch two other women's bags .
Police investigating  have described the April 3 incident as 'appalling'
They have released an e-fit of the man and are appealing for information .",stole handbag tried snatch two women 's bags . Man sat next 86-year-old woman church pew Manchester .,stole handbag tried snatch two women's bags. Man sat next 86-year-old woman church pew Manchester. Stole handbags tried snatch. two women's bags. Man sat Next to 86- year-old. woman in church pews Manchester.
"SNP said retirement age should be frozen, in a move costing billions .
First Minister Nicola Sturgeon also wants pensions to rise to £160 a week .
Parts of Scotland have among the lowest life expectancies in the UK .","First Minister Nicola Sturgeon also wants pensions rise £160 week . SNP said retirement age frozen , move costing billions .","First Minister Nicola Sturgeon also wants pensions rise £160 week. SNP said retirement age frozen, move costing billions will cost £1.5 billion. SNP also wants a rise in the minimum wage to £7.50 an hour and an increase in child benefit to £1 a week."
